Year,Flag,Gear,Species,Catch
2016,OTR,PS,SKH,0
2016,OTR,PS,SKJ,22691
2016,OTR,PS,SRX,0
2016,OTR,PS,YFT,5297
2016,PAN,LL,ALB,767
2016,PAN,LL,BET,313
2016,PAN,LL,BXQ,190
2016,PAN,LL,DOX,8
2016,PAN,LL,MZZ,344
2016,PAN,LL,SFA,89
2016,PAN,LL,SKH,954
2016,PAN,LL,SKJ,13
2016,PAN,LL,SWO,845
2016,PAN,LL,YFT,688
2016,PAN,PS,BET,8440
2016,PAN,PS,BIL,16
2016,PAN,PS,BKJ,60
2016,PAN,PS,BLM,4
2016,PAN,PS,BUM,8
2016,PAN,PS,BZX,30
2016,PAN,PS,CGX,0
2016,PAN,PS,DOX,70
2016,PAN,PS,MLS,2
2016,PAN,PS,MZZ,37
2016,PAN,PS,SFA,0
2016,PAN,PS,SKH,0
2016,PAN,PS,SKJ,32845
2016,PAN,PS,SRX,0
2016,PAN,PS,SWO,0
2016,PAN,PS,TUN,1
2016,PAN,PS,YFT,23249
2016,PER,PS,BET,312
2016,PER,PS,BLM,0
2016,PER,PS,BUM,1
2016,PER,PS,BZX,245
2016,PER,PS,CGX,0
2016,PER,PS,DOX,3
2016,PER,PS,MLS,0
2016,PER,PS,MZZ,0
2016,PER,PS,SKH,0
2016,PER,PS,SKJ,6454
2016,PER,PS,SRX,0
2016,PER,PS,SWO,0
2016,PER,PS,TUN,1
2016,PER,PS,YFT,1647
2016,PER,UNK,ALB,1
2016,PER,UNK,BET,1
2016,PER,UNK,BKJ,122
2016,PER,UNK,DOX,12724
2016,PER,UNK,SKJ,209
2016,PER,UNK,SWO,219
2016,PER,UNK,TUN,269
2016,PER,UNK,YFT,1498
2016,TWN,LL,ALB,4168
2016,TWN,LL,BET,6006
2016,TWN,LL,BIL,49
2016,TWN,LL,BLM,3
2016,TWN,LL,BUM,952
2016,TWN,LL,MLS,187
2016,TWN,LL,SKH,1412
2016,TWN,LL,SKJ,36
2016,TWN,LL,SWO,2080
2016,TWN,LL,YFT,1222
2016,USA,GN,ALB,1
2016,USA,GN,BZX,1
2016,USA,GN,CGX,0
2016,USA,GN,MZZ,14
2016,USA,GN,PBF,9
2016,USA,GN,SKH,45
2016,USA,GN,SKJ,0
2016,USA,GN,SWO,183
2016,USA,GN,TUN,0
2016,USA,GN,YFT,0
2016,USA,HAR,SKH,0
2016,USA,HAR,SWO,25
2016,USA,LL,ALB,6
2016,USA,LL,BET,2090
2016,USA,LL,BIL,0
2016,USA,LL,BLM,0
2016,USA,LL,BUM,78
2016,USA,LL,DOX,65
2016,USA,LL,MLS,63
2016,USA,LL,MZZ,781
2016,USA,LL,SFA,2
2016,USA,LL,SKH,24
2016,USA,LL,SKJ,28
2016,USA,LL,SSP,60
2016,USA,LL,SWO,453
2016,USA,LL,YFT,248
2016,USA,LTL,ALB,10758
2016,USA,LTL,PBF,0
2016,USA,LTL,SKH,0
2016,USA,OTR,ALB,0
2016,USA,OTR,BET,1
2016,USA,OTR,CGX,1
2016,USA,OTR,DOX,0
2016,USA,OTR,MZZ,0
2016,USA,OTR,PBF,347
2016,USA,OTR,SKH,24
2016,USA,OTR,SKJ,2564
2016,USA,OTR,SWO,43
2016,USA,OTR,TUN,0
2016,USA,OTR,YFT,897
2016,USA,PS,ALB,2
2016,USA,PS,BET,2801
2016,USA,PS,BIL,10
2016,USA,PS,BKJ,116
2016,USA,PS,BLM,5
2016,USA,PS,BUM,16
2016,USA,PS,BZX,261
2016,USA,PS,CGX,1
2016,USA,PS,DOX,27
2016,USA,PS,MLS,1
2016,USA,PS,MZZ,12
2016,USA,PS,PBF,316
2016,USA,PS,SFA,0
2016,USA,PS,SKH,1
2016,USA,PS,SKJ,40007
2016,USA,PS,SRX,0
2016,USA,PS,SWO,0
2016,USA,PS,TUN,7
2016,USA,PS,YFT,4578
2016,USA,RG,ALB,675
2016,USA,RG,PBF,372
2016,USA,RG,SKH,2
2016,VEN,PS,BET,345
2016,VEN,PS,BIL,14
2016,VEN,PS,BKJ,51
2016,VEN,PS,BLM,3
2016,VEN,PS,BUM,7
2016,VEN,PS,CGX,3
2016,VEN,PS,DOX,46
2016,VEN,PS,MLS,2
2016,VEN,PS,MZZ,25
2016,VEN,PS,SFA,11
2016,VEN,PS,SKH,5
2016,VEN,PS,SKJ,9055
2016,VEN,PS,SRX,1
2016,VEN,PS,SSP,0
2016,VEN,PS,SWO,0
2016,VEN,PS,TUN,9
2016,VEN,PS,YFT,23812
2016,VUT,LL,ALB,1209
2016,VUT,LL,BET,877
2016,VUT,LL,BLM,3
2016,VUT,LL,BUM,57
2016,VUT,LL,MLS,35
2016,VUT,LL,SKJ,8
2016,VUT,LL,SWO,278
2016,VUT,LL,YFT,166
2017,BLZ,LL,BLM,6
2017,BLZ,LL,BUM,8
2017,BLZ,LL,SKH,368
2017,BLZ,LL,SWO,101
2017,BLZ,LL,YFT,0
2017,CAN,LTL,ALB,1755
2017,CAN,LTL,CGX,0
2017,CAN,LTL,PBF,0
2017,CHL,GN,ALB,21
2017,CHL,GN,BET,15
2017,CHL,GN,BXQ,15
2017,CHL,GN,DOX,45
2017,CHL,GN,MLS,3
2017,CHL,GN,MZZ,24
2017,CHL,GN,SKH,414
2017,CHL,GN,SKJ,0
2017,CHL,GN,SWO,7639
2017,CHL,GN,YFT,47
2017,CHL,HAR,BXQ,1
2017,CHL,HAR,MLS,0
2017,CHL,HAR,SKH,1
2017,CHL,HAR,SWO,18
2017,CHL,HAR,YFT,0
2017,CHL,LHP,ALB,0
2017,CHL,LHP,BET,0
2017,CHL,LHP,DOX,29
2017,CHL,LHP,SKH,0
2017,CHL,LHP,SKJ,3
2017,CHL,LHP,SWO,4
2017,CHL,LHP,YFT,19
2017,CHL,LL,ALB,0
2017,CHL,LL,BET,1
2017,CHL,LL,BXQ,0
2017,CHL,LL,DOX,55
2017,CHL,LL,MLS,0
2017,CHL,LL,MZZ,0
2017,CHL,LL,SKH,324
2017,CHL,LL,SKJ,0
2017,CHL,LL,SWO,260
2017,CHL,LL,YFT,0
2017,CHL,LTL,ALB,2
2017,CHL,LTL,DOX,4
2017,CHL,LTL,MZZ,1
2017,CHL,LTL,SKH,3
2017,CHL,LTL,YFT,1
2017,CHL,OTR,DOX,41
2017,CHL,OTR,SKJ,0
2017,CHL,OTR,SWO,0
2017,CHL,TX,DOX,0
2017,CHL,TX,SKH,0
2017,CHN,LL,ALB,17341
2017,CHN,LL,BET,7093
2017,CHN,LL,BLM,122
2017,CHN,LL,BUM,1008
2017,CHN,LL,MLS,365
2017,CHN,LL,SKH,2411
2017,CHN,LL,SWO,1970
2017,CHN,LL,YFT,2907
2017,COL,PS,BET,3656
2017,COL,PS,BIL,9
2017,COL,PS,BKJ,48
2017,COL,PS,BLM,1
2017,COL,PS,BUM,9
2017,COL,PS,CGX,2
2017,COL,PS,DOX,96
2017,COL,PS,MLS,0
2017,COL,PS,MZZ,24
2017,COL,PS,SFA,0
2017,COL,PS,SKH,1
2017,COL,PS,SKJ,19284
2017,COL,PS,SRX,1
2017,COL,PS,SSP,0
2017,COL,PS,SWO,0
2017,COL,PS,YFT,15106
2017,COL,UNK,ALB,16
2017,COL,UNK,BET,4
2017,COL,UNK,BKJ,36
2017,COL,UNK,BZX,130
2017,COL,UNK,SKH,63
2017,COL,UNK,SKJ,30
2017,COL,UNK,SRX,68
2017,COL,UNK,TUN,5
2017,COL,UNK,YFT,143
2017,CRI,LL,BET,16
2017,CRI,LL,BUM,421
2017,CRI,LL,DOX,1622
2017,CRI,LL,MLS,500
2017,CRI,LL,MZZ,61
2017,CRI,LL,SFA,300
2017,CRI,LL,SKH,3202
2017,CRI,LL,SWO,1250
2017,CRI,LL,YFT,837
2017,ECU,LL,ALB,261
2017,ECU,LL,BET,184
2017,ECU,LL,BUM,71
2017,ECU,LL,DOX,259
2017,ECU,LL,MLS,16
2017,ECU,LL,MZZ,62
2017,ECU,LL,SFA,1
2017,ECU,LL,SKJ,15
2017,ECU,LL,SWO,854
2017,ECU,LL,YFT,163
2017,ECU,OTR,BKJ,1
2017,ECU,OTR,SKJ,22
2017,ECU,OTR,YFT,53
2017,ECU,PS,BET,38299
2017,ECU,PS,BIL,59
2017,ECU,PS,BKJ,2065
2017,ECU,PS,BLM,14
2017,ECU,PS,BUM,104
2017,ECU,PS,BZX,1187
2017,ECU,PS,CGX,4
2017,ECU,PS,DOX,794
2017,ECU,PS,MLS,1
2017,ECU,PS,MZZ,207
2017,ECU,PS,SFA,0
2017,ECU,PS,SKH,37
2017,ECU,PS,SKJ,190139
2017,ECU,PS,SRX,0
2017,ECU,PS,SSP,0
2017,ECU,PS,SWO,0
2017,ECU,PS,TUN,75
2017,ECU,PS,YFT,55705
2017,EU (ESP),LL,ALB,17
2017,EU (ESP),LL,BET,131
2017,EU (ESP),LL,BIL,0
2017,EU (ESP),LL,BLM,1
2017,EU (ESP),LL,BUM,107
2017,EU (ESP),LL,DOX,49
2017,EU (ESP),LL,MLS,160
2017,EU (ESP),LL,MZZ,274
2017,EU (ESP),LL,SFA,81
2017,EU (ESP),LL,SKH,6339
2017,EU (ESP),LL,SKJ,0
2017,EU (ESP),LL,SSP,41
2017,EU (ESP),LL,SWO,8903
2017,EU (ESP),LL,YFT,18
2017,FRA (PYF),LL,ALB,1459
2017,FRA (PYF),LL,BET,700
2017,FRA (PYF),LL,BLM,16
2017,FRA (PYF),LL,BUM,124
2017,FRA (PYF),LL,DOX,41
2017,FRA (PYF),LL,MLS,44
2017,FRA (PYF),LL,MZZ,283
2017,FRA (PYF),LL,SFA,0
2017,FRA (PYF),LL,SKJ,14
2017,FRA (PYF),LL,SSP,6
2017,FRA (PYF),LL,SWO,105
2017,FRA (PYF),LL,YFT,1252
2017,FRA (PYF),UNK,ALB,164
2017,FRA (PYF),UNK,BET,9
2017,FRA (PYF),UNK,BUM,191
2017,FRA (PYF),UNK,DOX,243
2017,FRA (PYF),UNK,MLS,4
2017,FRA (PYF),UNK,MZZ,105
2017,FRA (PYF),UNK,SKJ,650
2017,FRA (PYF),UNK,YFT,639
2017,JPN,LL,ALB,1081
2017,JPN,LL,BET,8055
2017,JPN,LL,BLM,25
2017,JPN,LL,BUM,465
2017,JPN,LL,MLS,251
2017,JPN,LL,SFA,6
2017,JPN,LL,SKH,858
2017,JPN,LL,SKJ,18
2017,JPN,LL,SSP,127
2017,JPN,LL,SWO,2931
2017,JPN,LL,YFT,1463
2017,KOR,LL,ALB,560
2017,KOR,LL,BET,8749
2017,KOR,LL,BIL,72
2017,KOR,LL,BLM,14
2017,KOR,LL,BUM,614
2017,KOR,LL,MLS,73
2017,KOR,LL,MZZ,353
2017,KOR,LL,SFA,5
2017,KOR,LL,SKH,102
2017,KOR,LL,SKJ,40
2017,KOR,LL,SWO,1290
2017,KOR,LL,TUN,1
2017,KOR,LL,YFT,1176
2017,MEX,LL,BXQ,9
2017,MEX,LL,DOX,1
2017,MEX,LL,MZZ,30
2017,MEX,LL,PBF,2
2017,MEX,LL,SFA,0
2017,MEX,LL,SKH,26639
2017,MEX,LL,SWO,61
2017,MEX,LL,YFT,10
2017,MEX,PS,BET,358
2017,MEX,PS,BIL,39
2017,MEX,PS,BKJ,2822
2017,MEX,PS,BLM,11
2017,MEX,PS,BUM,9
2017,MEX,PS,BZX,1740
2017,MEX,PS,CGX,24
2017,MEX,PS,DOX,94
2017,MEX,PS,MLS,6
2017,MEX,PS,MZZ,13
2017,MEX,PS,PBF,3643
2017,MEX,PS,SFA,18
2017,MEX,PS,SKH,0
2017,MEX,PS,SKJ,21238
2017,MEX,PS,SRX,0
2017,MEX,PS,SSP,0
2017,MEX,PS,SWO,1
2017,MEX,PS,TUN,157
2017,MEX,PS,YFT,80870
2017,NIC,PS,BET,1610
2017,NIC,PS,BIL,9
2017,NIC,PS,BLM,3
2017,NIC,PS,BUM,4
2017,NIC,PS,CGX,0
2017,NIC,PS,DOX,11
2017,NIC,PS,MLS,0
2017,NIC,PS,MZZ,5
2017,NIC,PS,SFA,0
2017,NIC,PS,SKH,0
2017,NIC,PS,SKJ,6959
2017,NIC,PS,SRX,0
2017,NIC,PS,SSP,0
2017,NIC,PS,SWO,0
2017,NIC,PS,YFT,9347
2017,NIC,UNK,CGX,103
2017,NIC,UNK,DOX,1004
2017,NIC,UNK,SFA,15
2017,NIC,UNK,SKH,23
2017,NIC,UNK,SWO,8
2017,NIC,UNK,TUN,27
2017,OTR,LL,ALB,0
2017,OTR,LL,BET,15
2017,OTR,LL,BIL,0
2017,OTR,LL,BLM,10
2017,OTR,LL,BUM,3
2017,OTR,LL,DOX,11
2017,OTR,LL,MLS,7
2017,OTR,LL,MZZ,13
2017,OTR,LL,SKH,414
2017,OTR,LL,SWO,540
2017,OTR,LL,YFT,8
2017,OTR,PS,BET,5040
2017,OTR,PS,BIL,5
2017,OTR,PS,BKJ,1
2017,OTR,PS,BLM,0
2017,OTR,PS,BUM,2
2017,OTR,PS,CGX,0
2017,OTR,PS,DOX,15
2017,OTR,PS,MZZ,3
2017,OTR,PS,SKH,1
2017,OTR,PS,SKJ,11186
2017,OTR,PS,SRX,0
2017,OTR,PS,TUN,2
2017,OTR,PS,YFT,3374
2017,PAN,LL,ALB,509
2017,PAN,LL,BET,357
2017,PAN,LL,BXQ,111
2017,PAN,LL,MZZ,27
2017,PAN,LL,SFA,128
2017,PAN,LL,SKH,486
2017,PAN,LL,SKJ,7
2017,PAN,LL,SWO,512
2017,PAN,LL,YFT,612
2017,PAN,PS,BET,10544
2017,PAN,PS,BIL,23
2017,PAN,PS,BKJ,140
2017,PAN,PS,BLM,4
2017,PAN,PS,BUM,7
2017,PAN,PS,CGX,0
2017,PAN,PS,DOX,94
2017,PAN,PS,MLS,0
2017,PAN,PS,MZZ,19
2017,PAN,PS,SFA,0
2017,PAN,PS,SKH,0
2017,PAN,PS,SKJ,37419
2017,PAN,PS,SRX,0
2017,PAN,PS,SSP,0
2017,PAN,PS,SWO,0
2017,PAN,PS,YFT,19921
2017,PER,PS,BET,0
2017,PER,PS,BIL,0
2017,PER,PS,BUM,0
2017,PER,PS,BZX,496
2017,PER,PS,CGX,0
2017,PER,PS,DOX,9
2017,PER,PS,MZZ,0
2017,PER,PS,SKH,0
2017,PER,PS,SKJ,6257
2017,PER,PS,SRX,0
2017,PER,PS,YFT,3349
2017,PER,UNK,ALB,1
2017,PER,UNK,BET,8
2017,PER,UNK,BKJ,17
2017,PER,UNK,DOX,14631
2017,PER,UNK,SKJ,215
2017,PER,UNK,SWO,152
2017,PER,UNK,TUN,334
2017,PER,UNK,YFT,1854
2017,TWN,LL,ALB,4308
2017,TWN,LL,BET,6186
2017,TWN,LL,BIL,66
2017,TWN,LL,BLM,13
2017,TWN,LL,BUM,889
2017,TWN,LL,MLS,167
2017,TWN,LL,MZZ,1120
2017,TWN,LL,SKH,1353
2017,TWN,LL,SKJ,54
2017,TWN,LL,SWO,2530
2017,TWN,LL,YFT,1263
2017,USA,GN,ALB,0
2017,USA,GN,BET,0
2017,USA,GN,BZX,0
2017,USA,GN,CGX,0
2017,USA,GN,MZZ,19
2017,USA,GN,PBF,1
2017,USA,GN,SKH,60
2017,USA,GN,SKJ,0
2017,USA,GN,SWO,179
2017,USA,GN,YFT,1
2017,USA,HAR,SKH,0
2017,USA,HAR,SWO,28
2017,USA,LL,ALB,5
2017,USA,LL,BET,2700
2017,USA,LL,BIL,0
2017,USA,LL,BLM,0
2017,USA,LL,BUM,115
2017,USA,LL,DOX,89
2017,USA,LL,MLS,76
2017,USA,LL,MZZ,962
2017,USA,LL,PBF,0
2017,USA,LL,SFA,4
2017,USA,LL,SKH,36
2017,USA,LL,SKJ,30
2017,USA,LL,SSP,71
2017,USA,LL,SWO,651
2017,USA,LL,YFT,532
2017,USA,LTL,ALB,7096
2017,USA,LTL,PBF,0
2017,USA,LTL,SKH,0
2017,USA,LTL,SKJ,0
2017,USA,LTL,YFT,0
2017,USA,OTR,ALB,14
2017,USA,OTR,BZX,0
2017,USA,OTR,CGX,0
2017,USA,OTR,DOX,1
2017,USA,OTR,MZZ,0
2017,USA,OTR,PBF,18
2017,USA,OTR,SKH,32
2017,USA,OTR,SKJ,0
2017,USA,OTR,SWO,45
2017,USA,OTR,TUN,0
2017,USA,OTR,YFT,4
2017,USA,PS,BET,6210
2017,USA,PS,BIL,13
2017,USA,PS,BLM,0
2017,USA,PS,BUM,12
2017,USA,PS,BZX,15
2017,USA,PS,CGX,1
2017,USA,PS,DOX,123
2017,USA,PS,MLS,1
2017,USA,PS,MZZ,19
2017,USA,PS,PBF,466
2017,USA,PS,SKH,1
2017,USA,PS,SKJ,24989
2017,USA,PS,SRX,1
2017,USA,PS,SWO,0
2017,USA,PS,YFT,6500
2017,USA,RG,ALB,372
2017,USA,RG,PBF,463
2017,USA,RG,SKH,1
2017,VEN,PS,BET,1256
2017,VEN,PS,BIL,7
2017,VEN,PS,BKJ,3
2017,VEN,PS,BLM,5
2017,VEN,PS,BUM,4
2017,VEN,PS,CGX,2
2017,VEN,PS,DOX,68
2017,VEN,PS,MLS,2
2017,VEN,PS,MZZ,13
2017,VEN,PS,SFA,4
2017,VEN,PS,SKH,0
2017,VEN,PS,SKJ,7288
2017,VEN,PS,SRX,0
2017,VEN,PS,SWO,0
2017,VEN,PS,YFT,16809
2017,VUT,LL,ALB,1051
2017,VUT,LL,BET,1463
2017,VUT,LL,BLM,4
2017,VUT,LL,BUM,78
2017,VUT,LL,MLS,92
2017,VUT,LL,PBF,1
2017,VUT,LL,SKJ,8
2017,VUT,LL,SWO,493
2017,VUT,LL,YFT,406
2018,CAN,LTL,ALB,2717
2018,CHL,GN,ALB,9
2018,CHL,GN,BET,3
2018,CHL,GN,BXQ,6
2018,CHL,GN,DOX,32
2018,CHL,GN,MLS,1
2018,CHL,GN,MZZ,14
2018,CHL,GN,SKH,553
2018,CHL,GN,SWO,6570
2018,CHL,GN,YFT,9
2018,CHL,HAR,BXQ,0
2018,CHL,HAR,SKH,0
2018,CHL,HAR,SWO,7
2018,CHL,LHP,ALB,0
2018,CHL,LHP,DOX,17
2018,CHL,LHP,MZZ,0
2018,CHL,LHP,SKH,11
2018,CHL,LHP,SKJ,1
2018,CHL,LHP,SWO,2
2018,CHL,LHP,YFT,19
2018,CHL,LL,ALB,0
2018,CHL,LL,DOX,42
2018,CHL,LL,MZZ,0
2018,CHL,LL,SKH,414
2018,CHL,LL,SWO,174
2018,CHL,LL,YFT,0
2018,CHL,LTL,ALB,0
2018,CHL,LTL,BET,0
2018,CHL,LTL,DOX,4
2018,CHL,LTL,SKH,20
2018,CHL,LTL,SWO,0
2018,CHL,LTL,YFT,0
2018,CHL,TX,DOX,0
2018,CHL,TX,SKH,0
2018,CHN,LL,ALB,15578
2018,CHN,LL,BET,6060
2018,CHN,LL,BLM,235
2018,CHN,LL,BUM,1511
2018,CHN,LL,MLS,630
2018,CHN,LL,SKH,2966
2018,CHN,LL,SWO,2674
2018,CHN,LL,YFT,5386
2018,COL,PS,BET,1449
2018,COL,PS,BIL,5
2018,COL,PS,BKJ,9
2018,COL,PS,BLM,4
2018,COL,PS,BUM,9
2018,COL,PS,BZX,11
2018,COL,PS,CGX,1
2018,COL,PS,DOX,70
2018,COL,PS,MLS,0
2018,COL,PS,MZZ,16
2018,COL,PS,SFA,0
2018,COL,PS,SKH,0
2018,COL,PS,SKJ,15365
2018,COL,PS,SRX,0
2018,COL,PS,TUN,4
2018,COL,PS,YFT,21855
2018,COL,UNK,ALB,149
2018,COL,UNK,BET,2
2018,COL,UNK,BKJ,70
2018,COL,UNK,BZX,44
2018,COL,UNK,SKH,30
2018,COL,UNK,SKJ,27
2018,COL,UNK,SRX,20
2018,COL,UNK,TUN,4
2018,COL,UNK,YFT,292
2018,CRI,LL,BET,14
2018,CRI,LL,BUM,577
2018,CRI,LL,DOX,3345
2018,CRI,LL,MLS,386
2018,CRI,LL,MZZ,18
2018,CRI,LL,SFA,320
2018,CRI,LL,SKH,2661
2018,CRI,LL,SKJ,1039
2018,CRI,LL,SWO,1356
2018,CRI,LL,YFT,1190
2018,ECU,LL,ALB,93
2018,ECU,LL,BET,82
2018,ECU,LL,BUM,73
2018,ECU,LL,DOX,385
2018,ECU,LL,MLS,19
2018,ECU,LL,MZZ,97
2018,ECU,LL,SFA,0
2018,ECU,LL,SKJ,0
2018,ECU,LL,SWO,1532
2018,ECU,LL,YFT,111
2018,ECU,OTR,BET,4
2018,ECU,OTR,BKJ,2
2018,ECU,OTR,DOX,13
2018,ECU,OTR,SKJ,16
2018,ECU,OTR,YFT,76
2018,ECU,PS,BET,40427
2018,ECU,PS,BIL,43
2018,ECU,PS,BKJ,506
2018,ECU,PS,BLM,6
2018,ECU,PS,BUM,110
2018,ECU,PS,BZX,201
2018,ECU,PS,CGX,10
2018,ECU,PS,DOX,755
2018,ECU,PS,MLS,2
2018,ECU,PS,MZZ,137
2018,ECU,PS,SFA,0
2018,ECU,PS,SKH,1
2018,ECU,PS,SKJ,177456
2018,ECU,PS,SRX,0
2018,ECU,PS,SSP,0
2018,ECU,PS,SWO,0
2018,ECU,PS,TUN,24
2018,ECU,PS,YFT,57164
2018,EU (ESP),LL,ALB,7
2018,EU (ESP),LL,BET,104
2018,EU (ESP),LL,BLM,0
2018,EU (ESP),LL,BUM,103
2018,EU (ESP),LL,DOX,60
2018,EU (ESP),LL,MLS,148
2018,EU (ESP),LL,MZZ,246
2018,EU (ESP),LL,SFA,95
2018,EU (ESP),LL,SKH,5515
2018,EU (ESP),LL,SKJ,0
2018,EU (ESP),LL,SSP,37
2018,EU (ESP),LL,SWO,11405
2018,EU (ESP),LL,YFT,18
2018,FRA (PYF),LL,ALB,2293
2018,FRA (PYF),LL,BET,897
2018,FRA (PYF),LL,BLM,12
2018,FRA (PYF),LL,BUM,186
2018,FRA (PYF),LL,DOX,29
2018,FRA (PYF),LL,MLS,54
2018,FRA (PYF),LL,MZZ,309
2018,FRA (PYF),LL,SFA,1
2018,FRA (PYF),LL,SKJ,9
2018,FRA (PYF),LL,SSP,6
2018,FRA (PYF),LL,SWO,171
2018,FRA (PYF),LL,YFT,1101
2018,FRA (PYF),UNK,ALB,165
2018,FRA (PYF),UNK,BET,15
2018,FRA (PYF),UNK,BUM,174
2018,FRA (PYF),UNK,DOX,183
2018,FRA (PYF),UNK,MLS,4
2018,FRA (PYF),UNK,MZZ,99
2018,FRA (PYF),UNK,SKJ,325
2018,FRA (PYF),UNK,YFT,721
2018,JPN,LL,ALB,1131
2018,JPN,LL,BET,6125
2018,JPN,LL,BLM,17
2018,JPN,LL,BUM,296
2018,JPN,LL,MLS,234
2018,JPN,LL,SFA,4
2018,JPN,LL,SKH,830
2018,JPN,LL,SKJ,18
2018,JPN,LL,SSP,160
2018,JPN,LL,SWO,2080
2018,JPN,LL,YFT,1412
2018,KOR,LL,ALB,576
2018,KOR,LL,BET,6675
2018,KOR,LL,BIL,39
2018,KOR,LL,BLM,20
2018,KOR,LL,BUM,457
2018,KOR,LL,MLS,60
2018,KOR,LL,MZZ,164
2018,KOR,LL,SFA,3
2018,KOR,LL,SKH,80
2018,KOR,LL,SKJ,34
2018,KOR,LL,SWO,837
2018,KOR,LL,TUN,3
2018,KOR,LL,YFT,1189
2018,MEX,LL,SKH,22668
2018,MEX,PS,BET,766
2018,MEX,PS,BIL,33
2018,MEX,PS,BKJ,2482
2018,MEX,PS,BLM,9
2018,MEX,PS,BUM,14
2018,MEX,PS,BZX,94
2018,MEX,PS,CGX,14
2018,MEX,PS,DOX,101
2018,MEX,PS,MLS,6
2018,MEX,PS,MZZ,14
2018,MEX,PS,PBF,2840
2018,MEX,PS,SFA,12
2018,MEX,PS,SKH,1
2018,MEX,PS,SKJ,17014
2018,MEX,PS,SRX,0
2018,MEX,PS,SSP,0
2018,MEX,PS,SWO,1
2018,MEX,PS,TUN,42
2018,MEX,PS,YFT,101651
2018,NIC,PS,ALB,8
2018,NIC,PS,BET,1519
2018,NIC,PS,BIL,9
2018,NIC,PS,BLM,0
2018,NIC,PS,BUM,3
2018,NIC,PS,CGX,1
2018,NIC,PS,DOX,24
2018,NIC,PS,MLS,0
2018,NIC,PS,MZZ,5
2018,NIC,PS,SFA,0
2018,NIC,PS,SKH,0
2018,NIC,PS,SKJ,7759
2018,NIC,PS,SRX,0
2018,NIC,PS,SWO,0
2018,NIC,PS,YFT,7552
2018,NIC,UNK,BIL,5
2018,NIC,UNK,CGX,56
2018,NIC,UNK,DOX,1399
2018,NIC,UNK,SFA,13
2018,NIC,UNK,SKH,27
2018,NIC,UNK,SRX,132
2018,NIC,UNK,SWO,28
2018,NIC,UNK,TUN,34
2018,NIC,UNK,YFT,4
2018,OTR,LL,ALB,3
2018,OTR,LL,BET,41
2018,OTR,LL,BIL,1
2018,OTR,LL,BLM,5
2018,OTR,LL,BUM,0
2018,OTR,LL,BXQ,1
2018,OTR,LL,DOX,13
2018,OTR,LL,MLS,23
2018,OTR,LL,MZZ,6
2018,OTR,LL,SKH,451
2018,OTR,LL,SWO,827
2018,OTR,LL,YFT,10
2018,OTR,OTR,BET,0
2018,OTR,OTR,BXQ,1
2018,OTR,OTR,DOX,44
2018,OTR,OTR,MZZ,1
2018,OTR,OTR,SFA,4
2018,OTR,OTR,SKH,0
2018,OTR,OTR,SWO,14
2018,OTR,OTR,YFT,12
2018,OTR,PS,BET,3993
2018,OTR,PS,BIL,5
2018,OTR,PS,BLM,0
2018,OTR,PS,BUM,5
2018,OTR,PS,CGX,0
2018,OTR,PS,DOX,19
2018,OTR,PS,MLS,0
2018,OTR,PS,MZZ,2
2018,OTR,PS,SKH,0
2018,OTR,PS,SKJ,12055
2018,OTR,PS,SRX,0
2018,OTR,PS,TUN,5
2018,OTR,PS,YFT,3341
2018,PAN,LL,ALB,1542
2018,PAN,LL,BET,415
2018,PAN,LL,BXQ,115
2018,PAN,LL,MZZ,78
2018,PAN,LL,SFA,41
2018,PAN,LL,SKH,693
2018,PAN,LL,SKJ,53
2018,PAN,LL,SWO,252
2018,PAN,LL,YFT,231
2018,PAN,PS,BET,11753
2018,PAN,PS,BIL,18
2018,PAN,PS,BKJ,7
2018,PAN,PS,BLM,1
2018,PAN,PS,BUM,12
2018,PAN,PS,CGX,3
2018,PAN,PS,DOX,79
2018,PAN,PS,MLS,0
2018,PAN,PS,MZZ,18
2018,PAN,PS,SFA,0
2018,PAN,PS,SKH,0
2018,PAN,PS,SKJ,36504
2018,PAN,PS,SRX,0
2018,PAN,PS,TUN,1
2018,PAN,PS,YFT,22625
2018,PER,PS,BET,104
2018,PER,PS,BZX,1936
2018,PER,PS,CGX,0
2018,PER,PS,DOX,1
2018,PER,PS,MZZ,0
2018,PER,PS,SKH,0
2018,PER,PS,SKJ,4119
2018,PER,PS,SRX,0
2018,PER,PS,SWO,0
2018,PER,PS,YFT,1458
2018,PER,UNK,BKJ,48
2018,PER,UNK,DOX,15111
2018,PER,UNK,SKJ,69
2018,PER,UNK,SWO,193
2018,PER,UNK,TUN,175
2018,PER,UNK,YFT,379
2018,TWN,LL,ALB,3613
2018,TWN,LL,BET,5125
2018,TWN,LL,BIL,48
2018,TWN,LL,BLM,2
2018,TWN,LL,BUM,709
2018,TWN,LL,MLS,128
2018,TWN,LL,SKH,1097
2018,TWN,LL,SKJ,35
2018,TWN,LL,SWO,2387
2018,TWN,LL,YFT,1212
2018,USA,GN,MZZ,16
2018,USA,GN,PBF,18
2018,USA,GN,SKH,38
2018,USA,GN,SKJ,1
2018,USA,GN,SWO,148
2018,USA,GN,YFT,0
2018,USA,HAR,SKH,0
2018,USA,HAR,SWO,10
2018,USA,LL,ALB,16
2018,USA,LL,BET,2407
2018,USA,LL,BIL,0
2018,USA,LL,BLM,0
