Year,Gear,Flag,Fleet,SpeciesName,Catch
1979,L,PH,,MLS,17
1979,L,PH,,SWO,46
1979,L,SB,,ALB,21
1979,L,SB,,BET,86
1979,L,SB,,YFT,493
1979,L,SB,,BUM,2
1979,L,SB,,BLM,2
1979,L,SB,,SWO,2
1979,L,TW,DW,ALB,11231
1979,L,TW,DW,BET,1300
1979,L,TW,DW,SKJ,124
1979,L,TW,DW,YFT,3262
1979,L,TW,DW,BUM,373
1979,L,TW,DW,BLM,160
1979,L,TW,DW,MLS,270
1979,L,TW,DW,SWO,220
1979,L,TW,OS,ALB,106
1979,L,TW,OS,BET,2099
1979,L,TW,OS,SKJ,3
1979,L,TW,OS,YFT,22629
1979,L,TW,OS,BUM,1626
1979,L,TW,OS,BLM,1363
1979,L,TW,OS,MLS,432
1979,L,TW,OS,SWO,661
1979,L,TW,OS,SFA,1110
1979,L,US,HW,BET,137
1979,L,US,HW,YFT,145
1980,L,ID,,BET,807
1980,L,ID,,YFT,3589
1980,L,ID,,BUM,135
1980,L,ID,,BLM,40
1980,L,ID,,MLS,27
1980,L,ID,,SWO,74
1980,L,ID,,SFA,61
1980,L,JP,CS,ALB,2975
1980,L,JP,CS,BET,2658
1980,L,JP,CS,SKJ,17
1980,L,JP,CS,YFT,5840
1980,L,JP,CS,PBF,671
1980,L,JP,CS,BUM,702
1980,L,JP,CS,MLS,607
1980,L,JP,CS,SWO,824
1980,L,JP,JP,ALB,12183
1980,L,JP,JP,BET,41514
1980,L,JP,JP,SKJ,41
1980,L,JP,JP,YFT,66189
1980,L,JP,JP,PBF,180
1980,L,JP,JP,BUM,6852
1980,L,JP,JP,BLM,806
1980,L,JP,JP,MLS,3492
1980,L,JP,JP,SWO,6764
1980,L,JP,JP,SFA,1016
1980,L,KR,,ALB,9640
1980,L,KR,,BET,13106
1980,L,KR,,SKJ,58
1980,L,KR,,YFT,22795
1980,L,KR,,BUM,826
1980,L,KR,,MLS,51
1980,L,KR,,SWO,227
1980,L,KR,,SFA,127
1980,L,PH,,BET,101
1980,L,PH,,SKJ,315
1980,L,PH,,YFT,1076
1980,L,PH,,BUM,108
1980,L,PH,,BLM,32
1980,L,PH,,MLS,22
1980,L,PH,,SWO,59
1980,L,SB,,ALB,25
1980,L,SB,,BET,98
1980,L,SB,,YFT,564
1980,L,SB,,BUM,2
1980,L,SB,,BLM,2
1980,L,SB,,MLS,1
1980,L,SB,,SWO,3
1980,L,TW,DW,ALB,17481
1980,L,TW,DW,BET,3332
1980,L,TW,DW,SKJ,25
1980,L,TW,DW,YFT,5828
1980,L,TW,DW,BUM,454
1980,L,TW,DW,BLM,142
1980,L,TW,DW,MLS,295
1980,L,TW,DW,SWO,186
1980,L,TW,OS,ALB,39
1980,L,TW,OS,BET,904
1980,L,TW,OS,SKJ,154
1980,L,TW,OS,YFT,18696
1980,L,TW,OS,BUM,1134
1980,L,TW,OS,BLM,530
1980,L,TW,OS,MLS,223
1980,L,TW,OS,SWO,603
1980,L,TW,OS,SFA,1897
1980,L,US,HW,BET,17
1980,L,US,HW,SKJ,22
1980,L,US,HW,YFT,536
1980,L,US,HW,BUM,32
1980,L,US,HW,MLS,105
1981,L,ID,,BET,922
1981,L,ID,,YFT,4100
1981,L,ID,,BUM,165
1981,L,ID,,BLM,49
1981,L,ID,,MLS,33
1981,L,ID,,SWO,91
1981,L,ID,,SFA,74
1981,L,JP,CS,ALB,2908
1981,L,JP,CS,BET,2523
1981,L,JP,CS,SKJ,15
1981,L,JP,CS,YFT,5123
1981,L,JP,CS,PBF,277
1981,L,JP,CS,BUM,820
1981,L,JP,CS,MLS,259
1981,L,JP,CS,SWO,675
1981,L,JP,JP,ALB,17394
1981,L,JP,JP,BET,32681
1981,L,JP,JP,SKJ,31
1981,L,JP,JP,YFT,55603
1981,L,JP,JP,PBF,339
1981,L,JP,JP,BUM,5983
1981,L,JP,JP,BLM,748
1981,L,JP,JP,MLS,3142
1981,L,JP,JP,SWO,8123
1981,L,JP,JP,SFA,842
1981,L,KR,,ALB,13153
1981,L,KR,,BET,7838
1981,L,KR,,SKJ,37
1981,L,KR,,YFT,10245
1981,L,KR,,BUM,953
1981,L,KR,,MLS,489
1981,L,KR,,SWO,317
1981,L,KR,,SFA,130
1981,L,PH,,BET,139
1981,L,PH,,SKJ,440
1981,L,PH,,YFT,1480
1981,L,PH,,BUM,148
1981,L,PH,,BLM,44
1981,L,PH,,MLS,30
1981,L,PH,,SWO,81
1981,L,SB,,ALB,2
1981,L,SB,,BET,25
1981,L,SB,,YFT,146
1981,L,SB,,BUM,1
1981,L,SB,,BLM,1
1981,L,SB,,SWO,1
1981,L,TW,DW,ALB,13627
1981,L,TW,DW,BET,1236
1981,L,TW,DW,SKJ,14
1981,L,TW,DW,YFT,1966
1981,L,TW,DW,BUM,408
1981,L,TW,DW,BLM,80
1981,L,TW,DW,MLS,235
1981,L,TW,DW,SWO,167
1981,L,TW,OS,ALB,163
1981,L,TW,OS,BET,1150
1981,L,TW,OS,SKJ,219
1981,L,TW,OS,YFT,17778
1981,L,TW,OS,BUM,1812
1981,L,TW,OS,BLM,1087
1981,L,TW,OS,MLS,491
1981,L,TW,OS,SWO,656
1981,L,TW,OS,SFA,1323
1981,L,US,HW,ALB,25
1981,L,US,HW,BET,76
1981,L,US,HW,YFT,673
1981,L,US,HW,BUM,42
1981,L,US,HW,MLS,94
1982,L,ID,,BET,1002
1982,L,ID,,YFT,4456
1982,L,ID,,BUM,329
1982,L,ID,,BLM,99
1982,L,ID,,MLS,66
1982,L,ID,,SWO,181
1982,L,ID,,SFA,148
1982,L,JP,CS,ALB,3674
1982,L,JP,CS,BET,2904
1982,L,JP,CS,SKJ,4
1982,L,JP,CS,YFT,5117
1982,L,JP,CS,PBF,512
1982,L,JP,CS,BUM,722
1982,L,JP,CS,MLS,270
1982,L,JP,CS,SWO,839
1982,L,JP,JP,ALB,16371
1982,L,JP,JP,BET,35439
1982,L,JP,JP,SKJ,29
1982,L,JP,JP,YFT,47310
1982,L,JP,JP,PBF,224
1982,L,JP,JP,BUM,5746
1982,L,JP,JP,BLM,703
1982,L,JP,JP,MLS,3114
1982,L,JP,JP,SWO,6961
1982,L,JP,JP,SFA,610
1982,L,KR,,ALB,11499
1982,L,KR,,BET,6988
1982,L,KR,,SKJ,41
1982,L,KR,,YFT,8954
1982,L,KR,,BUM,890
1982,L,KR,,MLS,333
1982,L,KR,,SWO,183
1982,L,KR,,SFA,113
1982,L,PH,,BET,163
1982,L,PH,,SKJ,530
1982,L,PH,,YFT,1734
1982,L,PH,,BUM,173
1982,L,PH,,BLM,52
1982,L,PH,,MLS,35
1982,L,PH,,SWO,95
1982,L,SB,,ALB,8
1982,L,SB,,BET,24
1982,L,SB,,YFT,306
1982,L,SB,,BUM,1
1982,L,SB,,BLM,1
1982,L,SB,,SWO,1
1982,L,TO,,ALB,106
1982,L,TO,,BET,18
1982,L,TO,,YFT,81
1982,L,TO,,BUM,4
1982,L,TO,,BLM,5
1982,L,TO,,MLS,10
1982,L,TO,,SWO,5
1982,L,TO,,SFA,1
1982,L,TW,DW,ALB,11603
1982,L,TW,DW,BET,890
1982,L,TW,DW,SKJ,15
1982,L,TW,DW,YFT,975
1982,L,TW,DW,BUM,268
1982,L,TW,DW,BLM,56
1982,L,TW,DW,MLS,171
1982,L,TW,DW,SWO,94
1982,L,TW,OS,ALB,521
1982,L,TW,OS,BET,777
1982,L,TW,OS,SKJ,353
1982,L,TW,OS,YFT,16508
1982,L,TW,OS,BUM,2129
1982,L,TW,OS,BLM,1107
1982,L,TW,OS,MLS,397
1982,L,TW,OS,SWO,855
1982,L,TW,OS,SFA,1086
1982,L,US,HW,ALB,94
1982,L,US,HW,BET,373
1982,L,US,HW,YFT,708
1982,L,US,HW,BUM,136
1982,L,US,HW,MLS,140
1983,L,ID,,BET,1131
1983,L,ID,,YFT,5030
1983,L,ID,,BUM,96
1983,L,ID,,BLM,29
1983,L,ID,,MLS,19
1983,L,ID,,SWO,53
1983,L,ID,,SFA,43
1983,L,JP,CS,ALB,3808
1983,L,JP,CS,BET,4201
1983,L,JP,CS,SKJ,1134
1983,L,JP,CS,YFT,6207
1983,L,JP,CS,PBF,130
1983,L,JP,CS,BUM,1058
1983,L,JP,CS,MLS,320
1983,L,JP,CS,SWO,955
1983,L,JP,JP,ALB,13651
1983,L,JP,JP,BET,32733
1983,L,JP,JP,SKJ,37
1983,L,JP,JP,YFT,50036
1983,L,JP,JP,PBF,91
1983,L,JP,JP,BUM,4738
1983,L,JP,JP,BLM,577
1983,L,JP,JP,MLS,2124
1983,L,JP,JP,SWO,8014
1983,L,JP,JP,SFA,515
1983,L,KR,,ALB,6997
1983,L,KR,,BET,5923
1983,L,KR,,SKJ,28
1983,L,KR,,YFT,8445
1983,L,KR,,BUM,420
1983,L,KR,,MLS,150
1983,L,KR,,SWO,80
1983,L,KR,,SFA,41
1983,L,NC,,ALB,12
1983,L,NC,,BET,1
1983,L,NC,,YFT,9
1983,L,NC,,BUM,8
1983,L,NC,,BLM,3
1983,L,NC,,MLS,21
1983,L,NC,,SWO,2
1983,L,NC,,SFA,1
1983,L,PH,,BET,243
1983,L,PH,,SKJ,546
1983,L,PH,,YFT,2581
1983,L,PH,,BUM,258
1983,L,PH,,BLM,77
1983,L,PH,,MLS,52
1983,L,PH,,SWO,142
1983,L,SB,,ALB,19
1983,L,SB,,BET,34
1983,L,SB,,YFT,443
1983,L,SB,,BUM,2
1983,L,SB,,BLM,2
1983,L,SB,,SWO,2
1983,L,TO,,ALB,143
1983,L,TO,,BET,17
1983,L,TO,,YFT,48
1983,L,TO,,BUM,4
1983,L,TO,,BLM,5
1983,L,TO,,MLS,10
1983,L,TO,,SWO,5
1983,L,TW,DW,ALB,11636
1983,L,TW,DW,BET,686
1983,L,TW,DW,SKJ,13
1983,L,TW,DW,YFT,839
1983,L,TW,DW,BUM,228
1983,L,TW,DW,BLM,29
1983,L,TW,DW,MLS,111
1983,L,TW,DW,SWO,72
1983,L,TW,OS,ALB,512
1983,L,TW,OS,BET,876
1983,L,TW,OS,SKJ,383
1983,L,TW,OS,YFT,16260
1983,L,TW,OS,BUM,2121
1983,L,TW,OS,BLM,1019
1983,L,TW,OS,MLS,555
1983,L,TW,OS,SWO,783
1983,L,TW,OS,SFA,1447
1983,L,US,HW,ALB,6
1983,L,US,HW,BET,466
1983,L,US,HW,SKJ,3
1983,L,US,HW,YFT,361
1983,L,US,HW,BUM,72
1983,L,US,HW,MLS,114
1984,L,ID,,BET,1231
1984,L,ID,,YFT,5478
1984,L,ID,,BUM,153
1984,L,ID,,BLM,46
1984,L,ID,,MLS,31
1984,L,ID,,SWO,84
1984,L,ID,,SFA,69
1984,L,JP,CS,ALB,3351
1984,L,JP,CS,BET,5168
1984,L,JP,CS,SKJ,13
1984,L,JP,CS,YFT,5968
1984,L,JP,CS,PBF,85
1984,L,JP,CS,BUM,1306
1984,L,JP,CS,MLS,386
1984,L,JP,CS,SWO,1141
1984,L,JP,JP,ALB,11291
1984,L,JP,JP,BET,36834
1984,L,JP,JP,SKJ,56
1984,L,JP,JP,YFT,39427
1984,L,JP,JP,PBF,74
1984,L,JP,JP,BUM,7584
1984,L,JP,JP,BLM,595
1984,L,JP,JP,MLS,2861
1984,L,JP,JP,SWO,7674
1984,L,JP,JP,SFA,909
1984,L,KR,,ALB,5212
1984,L,KR,,BET,7086
1984,L,KR,,SKJ,29
1984,L,KR,,YFT,6792
1984,L,KR,,BUM,848
1984,L,KR,,MLS,253
1984,L,KR,,SWO,144
1984,L,KR,,SFA,49
1984,L,NC,,ALB,112
1984,L,NC,,BET,10
1984,L,NC,,YFT,28
1984,L,NC,,BUM,10
1984,L,NC,,BLM,2
1984,L,NC,,MLS,23
1984,L,NC,,SWO,6
1984,L,NC,,SFA,3
1984,L,PH,,BET,110
1984,L,PH,,SKJ,527
1984,L,PH,,YFT,1174
1984,L,PH,,BUM,117
1984,L,PH,,BLM,35
1984,L,PH,,MLS,23
1984,L,PH,,SWO,65
1984,L,SB,,ALB,19
1984,L,SB,,BET,57
1984,L,SB,,YFT,213
1984,L,SB,,BUM,1
1984,L,SB,,BLM,1
1984,L,SB,,SWO,1
1984,L,TO,,ALB,135
1984,L,TO,,BET,28
1984,L,TO,,YFT,55
1984,L,TO,,BUM,5
1984,L,TO,,BLM,5
1984,L,TO,,MLS,10
1984,L,TO,,SWO,6
1984,L,TW,DW,ALB,10684
1984,L,TW,DW,BET,882
1984,L,TW,DW,SKJ,6
1984,L,TW,DW,YFT,1416
1984,L,TW,DW,BUM,361
1984,L,TW,DW,BLM,36
1984,L,TW,DW,MLS,193
1984,L,TW,DW,SWO,121
1984,L,TW,OS,ALB,471
1984,L,TW,OS,BET,1034
1984,L,TW,OS,SKJ,235
1984,L,TW,OS,YFT,16107
1984,L,TW,OS,BUM,1789
1984,L,TW,OS,BLM,597
1984,L,TW,OS,MLS,965
1984,L,TW,OS,SWO,733
1984,L,TW,OS,SFA,809
1984,L,US,HW,ALB,2
1984,L,US,HW,BET,536
1984,L,US,HW,SKJ,4
1984,L,US,HW,YFT,330
1984,L,US,HW,BUM,23
1984,L,US,HW,MLS,91
1985,L,AU,AU,YFT,9
1985,L,ID,,BET,1340
1985,L,ID,,YFT,5962
1985,L,ID,,BUM,225
1985,L,ID,,BLM,68
1985,L,ID,,MLS,45
1985,L,ID,,SWO,124
1985,L,ID,,SFA,101
1985,L,JP,CS,ALB,4045
1985,L,JP,CS,BET,4607
1985,L,JP,CS,SKJ,54
1985,L,JP,CS,YFT,6229
1985,L,JP,CS,PBF,67
1985,L,JP,CS,BUM,1037
1985,L,JP,CS,MLS,711
1985,L,JP,CS,SWO,980
1985,L,JP,JP,ALB,11901
1985,L,JP,JP,BET,39420
1985,L,JP,JP,SKJ,63
1985,L,JP,JP,YFT,40548
1985,L,JP,JP,PBF,46
1985,L,JP,JP,BUM,5912
1985,L,JP,JP,BLM,558
1985,L,JP,JP,MLS,3678
1985,L,JP,JP,SWO,10350
1985,L,JP,JP,SFA,506
1985,L,KR,,ALB,12935
1985,L,KR,,BET,10022
1985,L,KR,,SKJ,36
1985,L,KR,,YFT,10047
1985,L,KR,,BUM,893
1985,L,KR,,MLS,283
1985,L,KR,,SWO,219
1985,L,KR,,SFA,65
1985,L,NC,,ALB,131
1985,L,NC,,BET,17
1985,L,NC,,YFT,133
1985,L,NC,,BUM,19
1985,L,NC,,BLM,24
1985,L,NC,,MLS,71
1985,L,NC,,SWO,6
1985,L,NC,,SFA,5
1985,L,PH,,BET,156
1985,L,PH,,SKJ,735
1985,L,PH,,YFT,1663
1985,L,PH,,BUM,166
1985,L,PH,,BLM,50
1985,L,PH,,MLS,33
1985,L,PH,,SWO,91
1985,L,SB,,ALB,12
1985,L,SB,,BET,46
1985,L,SB,,YFT,151
1985,L,SB,,BUM,1
1985,L,SB,,BLM,1
1985,L,SB,,SWO,1
1985,L,TO,,ALB,174
1985,L,TO,,BET,15
1985,L,TO,,YFT,44
1985,L,TO,,BUM,5
1985,L,TO,,BLM,5
1985,L,TO,,MLS,11
1985,L,TO,,SWO,6
1985,L,TO,,SFA,1
1985,L,TW,DW,ALB,8682
1985,L,TW,DW,BET,598
1985,L,TW,DW,SKJ,1
1985,L,TW,DW,YFT,1185
1985,L,TW,DW,BUM,196
1985,L,TW,DW,BLM,44
1985,L,TW,DW,MLS,89
1985,L,TW,DW,SWO,72
1985,L,TW,OS,ALB,132
1985,L,TW,OS,BET,1802
1985,L,TW,OS,SKJ,214
1985,L,TW,OS,YFT,13702
1985,L,TW,OS,BUM,1187
1985,L,TW,OS,BLM,298
1985,L,TW,OS,MLS,513
1985,L,TW,OS,SWO,566
1985,L,TW,OS,SFA,299
1985,L,US,HW,BET,606
1985,L,US,HW,SKJ,5
1985,L,US,HW,YFT,300
1985,L,US,HW,BUM,26
1985,L,US,HW,MLS,75
1986,L,AU,AU,BET,1
1986,L,AU,AU,YFT,13
1986,L,ID,,BET,1395
1986,L,ID,,YFT,6207
1986,L,ID,,BUM,223
1986,L,ID,,BLM,67
1986,L,ID,,MLS,45
1986,L,ID,,SWO,123
1986,L,ID,,SFA,100
1986,L,JP,CS,ALB,4712
1986,L,JP,CS,BET,4475
1986,L,JP,CS,SKJ,36
1986,L,JP,CS,YFT,6199
1986,L,JP,CS,PBF,72
1986,L,JP,CS,BUM,898
1986,L,JP,CS,MLS,901
1986,L,JP,CS,SWO,960
1986,L,JP,JP,ALB,10797
1986,L,JP,JP,BET,38867
1986,L,JP,JP,SKJ,87
1986,L,JP,JP,YFT,32340
1986,L,JP,JP,PBF,43
1986,L,JP,JP,BUM,6287
1986,L,JP,JP,BLM,335
1986,L,JP,JP,MLS,4458
1986,L,JP,JP,SWO,9577
1986,L,JP,JP,SFA,535
1986,L,KR,,ALB,15677
1986,L,KR,,BET,10156
1986,L,KR,,SKJ,29
1986,L,KR,,YFT,9532
1986,L,KR,,BUM,791
1986,L,KR,,MLS,199
1986,L,KR,,SWO,180
1986,L,KR,,SFA,49
1986,L,NC,,ALB,179
1986,L,NC,,BET,19
1986,L,NC,,YFT,169
1986,L,NC,,BUM,11
1986,L,NC,,BLM,39
1986,L,NC,,MLS,85
1986,L,NC,,SWO,14
1986,L,NC,,SFA,8
1986,L,PH,,BET,207
1986,L,PH,,SKJ,590
1986,L,PH,,YFT,2204
1986,L,PH,,BUM,220
1986,L,PH,,BLM,66
1986,L,PH,,MLS,44
1986,L,PH,,SWO,121
1986,L,TO,,ALB,206
1986,L,TO,,BET,12
1986,L,TO,,SKJ,1
1986,L,TO,,YFT,33
1986,L,TO,,BUM,5
1986,L,TO,,BLM,6
1986,L,TO,,MLS,12
1986,L,TO,,SWO,6
1986,L,TW,DW,ALB,10131
1986,L,TW,DW,BET,458
1986,L,TW,DW,SKJ,10
1986,L,TW,DW,YFT,1144
1986,L,TW,DW,BUM,152
1986,L,TW,DW,BLM,83
1986,L,TW,DW,MLS,61
1986,L,TW,DW,SWO,36
1986,L,TW,OS,BET,723
1986,L,TW,OS,SKJ,680
1986,L,TW,OS,YFT,10889
1986,L,TW,OS,BUM,1723
1986,L,TW,OS,BLM,525
1986,L,TW,OS,MLS,179
1986,L,TW,OS,SWO,456
1986,L,TW,OS,SFA,293
1986,L,US,HW,BET,676
1986,L,US,HW,SKJ,6
1986,L,US,HW,YFT,269
1986,L,US,HW,BUM,38
1986,L,US,HW,MLS,191
1987,L,AU,AU,ALB,129
1987,L,AU,AU,BET,64
1987,L,AU,AU,SKJ,28
1987,L,AU,AU,YFT,1164
1987,L,AU,AU,BUM,51
1987,L,AU,AU,BLM,17
1987,L,AU,AU,MLS,65
1987,L,AU,AU,SWO,14
1987,L,ID,,BET,1586
1987,L,ID,,YFT,7053
1987,L,ID,,BUM,846
1987,L,ID,,BLM,254
1987,L,ID,,MLS,169
1987,L,ID,,SWO,465
1987,L,ID,,SFA,381
1987,L,JP,CS,ALB,5503
1987,L,JP,CS,BET,4023
1987,L,JP,CS,SKJ,30
1987,L,JP,CS,YFT,7148
1987,L,JP,CS,PBF,181
1987,L,JP,CS,BUM,1526
1987,L,JP,CS,MLS,1187
1987,L,JP,CS,SWO,819
1987,L,JP,JP,ALB,10742
1987,L,JP,JP,BET,43420
1987,L,JP,JP,SKJ,17
1987,L,JP,JP,YFT,29268
1987,L,JP,JP,PBF,61
1987,L,JP,JP,BUM,4465
1987,L,JP,JP,BLM,330
1987,L,JP,JP,MLS,2890
1987,L,JP,JP,SWO,9593
1987,L,JP,JP,SFA,896
1987,L,KR,,ALB,4179
1987,L,KR,,BET,17261
1987,L,KR,,SKJ,25
1987,L,KR,,YFT,11435
1987,L,KR,,PBF,2
1987,L,KR,,BUM,2329
1987,L,KR,,BLM,178
1987,L,KR,,MLS,359
1987,L,KR,,SWO,456
1987,L,KR,,SFA,48
1987,L,NC,,ALB,563
1987,L,NC,,BET,37
1987,L,NC,,YFT,502
1987,L,NC,,BUM,30
1987,L,NC,,BLM,95
1987,L,NC,,MLS,100
1987,L,NC,,SWO,17
1987,L,NC,,SFA,12
1987,L,NZ,,ALB,9
1987,L,PH,,BET,325
1987,L,PH,,SKJ,2019
1987,L,PH,,YFT,3449
1987,L,PH,,BUM,345
1987,L,PH,,BLM,103
1987,L,PH,,MLS,69
1987,L,PH,,SWO,190
1987,L,TO,,ALB,252
1987,L,TO,,BET,14
1987,L,TO,,SKJ,1
1987,L,TO,,YFT,32
1987,L,TO,,BUM,6
1987,L,TO,,BLM,7
1987,L,TO,,MLS,14
1987,L,TO,,SWO,8
1987,L,TW,DW,ALB,11827
1987,L,TW,DW,BET,259
1987,L,TW,DW,SKJ,1
1987,L,TW,DW,YFT,917
1987,L,TW,DW,BUM,143
1987,L,TW,DW,BLM,79
1987,L,TW,DW,MLS,49
1987,L,TW,DW,SWO,40
1987,L,TW,OS,ALB,58
1987,L,TW,OS,BET,1027
1987,L,TW,OS,SKJ,207
1987,L,TW,OS,YFT,14178
1987,L,TW,OS,BUM,4617
1987,L,TW,OS,BLM,470
1987,L,TW,OS,MLS,383
1987,L,TW,OS,SWO,1328
1987,L,TW,OS,SFA,729
1987,L,US,HW,ALB,136
1987,L,US,HW,BET,816
1987,L,US,HW,SKJ,1
1987,L,US,HW,YFT,261
1987,L,US,HW,BUM,45
1987,L,US,HW,MLS,273
1988,L,US,AS,ALB,1
1988,L,US,AS,YFT,1
1988,L,AU,AU,ALB,107
1988,L,AU,AU,BET,43
1988,L,AU,AU,SKJ,47
1988,L,AU,AU,YFT,922
1988,L,AU,AU,BUM,36
1988,L,AU,AU,BLM,13
1988,L,AU,AU,MLS,76
1988,L,AU,AU,SWO,13
1988,L,CN,,BET,24
1988,L,CN,,YFT,20
1988,L,CN,,BUM,4
1988,L,CN,,BLM,2
1988,L,CN,,MLS,1
1988,L,CN,,SWO,3
1988,L,ID,,BET,1874
1988,L,ID,,YFT,8336
1988,L,ID,,BUM,888
1988,L,ID,,BLM,266
1988,L,ID,,MLS,178
1988,L,ID,,SWO,489
1988,L,ID,,SFA,400
1988,L,JP,CS,ALB,5585
1988,L,JP,CS,BET,5012
1988,L,JP,CS,SKJ,46
1988,L,JP,CS,YFT,7528
1988,L,JP,CS,PBF,106
1988,L,JP,CS,BUM,1454
1988,L,JP,CS,MLS,752
1988,L,JP,CS,SWO,665
1988,L,JP,JP,ALB,13055
1988,L,JP,JP,BET,42788
1988,L,JP,JP,SKJ,24
1988,L,JP,JP,YFT,36328
1988,L,JP,JP,PBF,78
1988,L,JP,JP,BUM,6401
1988,L,JP,JP,BLM,592
1988,L,JP,JP,MLS,5015
1988,L,JP,JP,SWO,10180
1988,L,JP,JP,SFA,727
1988,L,KR,,ALB,5725
1988,L,KR,,BET,14766
1988,L,KR,,SKJ,30
1988,L,KR,,YFT,13736
1988,L,KR,,PBF,15
1988,L,KR,,BUM,2260
1988,L,KR,,BLM,306
1988,L,KR,,MLS,417
1988,L,KR,,SWO,446
1988,L,KR,,SFA,26
1988,L,NC,,ALB,584
1988,L,NC,,BET,20
1988,L,NC,,YFT,488
1988,L,NC,,BUM,15
1988,L,NC,,BLM,76
1988,L,NC,,MLS,63
1988,L,NC,,SWO,5
1988,L,NC,,SFA,13
1988,L,NZ,,ALB,4
1988,L,PH,,BET,273
1988,L,PH,,SKJ,1531
1988,L,PH,,YFT,2897
1988,L,PH,,BUM,290
1988,L,PH,,BLM,87
1988,L,PH,,MLS,58
1988,L,PH,,SWO,159
1988,L,TO,,ALB,242
1988,L,TO,,BET,6
1988,L,TO,,SKJ,2
1988,L,TO,,YFT,26
1988,L,TO,,BUM,6
1988,L,TO,,BLM,6
1988,L,TO,,MLS,13
1988,L,TO,,SWO,7
1988,L,TW,DW,ALB,15925
1988,L,TW,DW,BET,246
1988,L,TW,DW,SKJ,24
1988,L,TW,DW,YFT,3008
1988,L,TW,DW,BUM,287
1988,L,TW,DW,BLM,90
1988,L,TW,DW,MLS,83
1988,L,TW,DW,SWO,60
1988,L,TW,OS,ALB,148
1988,L,TW,OS,BET,2003
1988,L,TW,OS,SKJ,225
1988,L,TW,OS,YFT,14970
1988,L,TW,OS,BUM,2822
1988,L,TW,OS,BLM,856
1988,L,TW,OS,MLS,457
1988,L,TW,OS,SWO,777
1988,L,TW,OS,SFA,506
1988,L,US,HW,ALB,318
1988,L,US,HW,BET,1233
1988,L,US,HW,SKJ,8
1988,L,US,HW,YFT,595
1988,L,US,HW,BUM,90
1988,L,US,HW,MLS,500
1989,L,AU,AU,ALB,93
1989,L,AU,AU,BET,19
1989,L,AU,AU,SKJ,43
1989,L,AU,AU,YFT,833
1989,L,AU,AU,BLM,1
1989,L,AU,AU,MLS,6
1989,L,AU,AU,SWO,14
1989,L,AU,JV,ALB,463
1989,L,AU,JV,BET,43
1989,L,AU,JV,YFT,80
1989,L,CN,,BET,99
1989,L,CN,,YFT,45
1989,L,CN,,BUM,14
1989,L,CN,,BLM,5
1989,L,CN,,MLS,3
1989,L,CN,,SWO,10
1989,L,CN,,SFA,3
1989,L,FJ,,ALB,3
1989,L,FJ,,BET,14
1989,L,FJ,,YFT,10
1989,L,FJ,,SFA,1
1989,L,ID,,BET,2041
1989,L,ID,,YFT,9081
1989,L,ID,,BUM,468
1989,L,ID,,BLM,140
1989,L,ID,,MLS,94
1989,L,ID,,SWO,258
1989,L,ID,,SFA,211
1989,L,JP,CS,ALB,4711
1989,L,JP,CS,BET,6101
1989,L,JP,CS,SKJ,42
1989,L,JP,CS,YFT,7685
1989,L,JP,CS,PBF,172
1989,L,JP,CS,BUM,1261
1989,L,JP,CS,MLS,1081
1989,L,JP,CS,SWO,742
1989,L,JP,JP,ALB,11621
1989,L,JP,JP,BET,41236
1989,L,JP,JP,SKJ,21
1989,L,JP,JP,YFT,28231
1989,L,JP,JP,PBF,65
1989,L,JP,JP,BUM,4874
1989,L,JP,JP,BLM,232
1989,L,JP,JP,MLS,3985
1989,L,JP,JP,SWO,7265
1989,L,JP,JP,SFA,860
1989,L,KR,,ALB,1961
1989,L,KR,,BET,12684
1989,L,KR,,SKJ,13
1989,L,KR,,YFT,9671
1989,L,KR,,PBF,1
1989,L,KR,,BUM,1685
1989,L,KR,,BLM,179
1989,L,KR,,MLS,256
1989,L,KR,,SWO,462
1989,L,KR,,SFA,20
1989,L,NC,,ALB,566
1989,L,NC,,BET,27
1989,L,NC,,YFT,278
1989,L,NC,,BUM,24
1989,L,NC,,BLM,82
1989,L,NC,,MLS,123
1989,L,NC,,SWO,7
1989,L,NC,,SFA,12
1989,L,NZ,,ALB,523
1989,L,NZ,,YFT,6
1989,L,NZ,,SWO,12
1989,L,PH,,BET,297
1989,L,PH,,SKJ,1770
1989,L,PH,,YFT,3156
1989,L,PH,,BUM,316
1989,L,PH,,BLM,95
1989,L,PH,,MLS,63
1989,L,PH,,SWO,174
1989,L,TO,,ALB,195
1989,L,TO,,BET,12
1989,L,TO,,SKJ,1
1989,L,TO,,YFT,27
1989,L,TO,,BUM,5
1989,L,TO,,BLM,5
1989,L,TO,,MLS,11
1989,L,TO,,SWO,6
1989,L,TO,,SFA,2
1989,L,TW,DW,ALB,9200
1989,L,TW,DW,BET,205
1989,L,TW,DW,SKJ,4
1989,L,TW,DW,YFT,848
1989,L,TW,DW,BUM,238
1989,L,TW,DW,BLM,162
1989,L,TW,DW,MLS,249
1989,L,TW,DW,SWO,82
1989,L,TW,OS,ALB,539
1989,L,TW,OS,BET,693
1989,L,TW,OS,SKJ,603
1989,L,TW,OS,YFT,12367
1989,L,TW,OS,BUM,2644
1989,L,TW,OS,BLM,306
1989,L,TW,OS,MLS,184
1989,L,TW,OS,SWO,1390
1989,L,TW,OS,SFA,477
1989,L,US,HW,ALB,272
