SpeciesCode,Year,Flag,GearCode,Catch
LTA,1996,Serbia & Montenegro,PS,22
BON,1996,Serbia & Montenegro,PS,10
BET,1996,NEI (Flag related),LL,48
BET,1996,NEI (Flag related),LL,21
BET,1996,NEI (Flag related),LL,1
BET,1996,NEI (Flag related),LL,210
BFT,1997,Algerie,TRAP,157
SWO,1997,Algerie,LLSWO,247
SWO,1997,Algerie,GILL,560
YFT,1997,Brazil,LL,188
YFT,1997,Brazil,PSS,57
YFT,1997,Brazil,BB,157
YFT,1997,Brazil,BB,1486
YFT,1997,Brazil,HAND,156
ALB,1997,Brazil,LL,114
ALB,1997,Brazil,BB,63
BET,1997,Brazil,LL,133
BLF,1997,Brazil,LL,2
BLF,1997,Brazil,SURF,297
BLF,1997,Brazil,BB,93
LTA,1997,Brazil,SURF,507
SKJ,1997,Brazil,PSS,743
SKJ,1997,Brazil,BB,248
SKJ,1997,Brazil,BB,9020
SKJ,1997,Brazil,BB,16553
FRI,1997,Brazil,PSS,111
FRI,1997,Brazil,SURF,2
FRI,1997,Brazil,BB,19
FRI,1997,Brazil,BB,83
WAH,1997,Brazil,LL,2
WAH,1997,Brazil,HAND,36
KGM,1997,Brazil,SURF,2398
SAI,1997,Brazil,LL,39
SAI,1997,Brazil,SURF,67
SAI,1997,Brazil,RR,1
BUM,1997,Brazil,LL,58
BUM,1997,Brazil,RR,28
WHM,1997,Brazil,LL,70
WHM,1997,Brazil,RR,0.2
SWO,1997,Brazil,LL,1758
TUN,1997,Brazil,LL,1
TUN,1997,Brazil,SURF,442
TUN,1997,Brazil,BB,3
BRS,1997,Brazil,SURF,2125
BFT,1997,Canada,LL-surf,6
BFT,1997,Canada,TRAP,59
BFT,1997,Canada,HARPE,55
BFT,1997,Canada,RR,245
BFT,1997,Canada,LL-surf,6
BFT,1997,Canada,TL,138
YFT,1997,Canada,LL-surf,100
YFT,1997,Canada,GILL,0.024
YFT,1997,Canada,TL,0.141
ALB,1997,Canada,LL-surf,27
ALB,1997,Canada,RR,1
ALB,1997,Canada,TL,3
BET,1997,Canada,LL-surf,161
BET,1997,Canada,RR,1
BET,1997,Canada,TL,4
WHM,1997,Canada,LL-surf,8
WHM,1997,Canada,HARPE,0.178
SWO,1997,Canada,LL-surf,1000
SWO,1997,Canada,HARPE,89
SWO,1997,Canada,LL-surf,5
BFT,1997,Chinese Taipei,LL,278
BFT,1997,Chinese Taipei,LL,226
BFT,1997,Chinese Taipei,LL,2
SBF,1997,Chinese Taipei,LL,48
ALB,1997,Chinese Taipei,LL,3330
ALB,1997,Chinese Taipei,LL,18165
BLM,1997,Chinese Taipei,LL,142
SWO,1997,Chinese Taipei,LL,3
TUN,1997,Chinese Taipei,LL,109
TUN,1997,Chinese Taipei,LL,541
YFT,1997,Cuba,BB,12
YFT,1997,Cuba,LL,40
YFT,1997,Cuba,LL,257
BLF,1997,Cuba,BB,287
LTA,1997,Cuba,BB,23
SKJ,1997,Cuba,BB,1000
SSM,1997,Cuba,TROL,613
SWO,1997,Cuba,LL,7
SWO,1997,Cuba,LL,60
BFT,1997,EU-France,BB,134
BFT,1997,EU-France,PS,7701
BFT,1997,EU-France,GILL,3
BFT,1997,EU-France,TRAWP,57
ALB,1997,EU-France,RR,5
ALB,1997,EU-France,BB,27
ALB,1997,EU-France,GILL,1717
ALB,1997,EU-France,TRAWPP,2874
BUM,1997,EU-France,PS,0
SWO,1997,EU-France,TRAWP,164
BFT,1997,EU-Greece,LL-deri,58
BFT,1997,EU-Greece,PS,32
BFT,1997,EU-Greece,HAND,1127
ALB,1997,EU-Greece,UNCL,741
BON,1997,EU-Greece,PS,1559
SWO,1997,EU-Greece,LLSWO,750
TUN,1997,EU-Greece,UNCL,145
BFT,1997,EU-Italy,LLBFT,7
BFT,1997,EU-Italy,LLBFT,300
BFT,1997,EU-Italy,LLBFT,1294
BFT,1997,EU-Italy,LL-surf,19
BFT,1997,EU-Italy,HARP,11
BFT,1997,EU-Italy,HARP,9
BFT,1997,EU-Italy,HAND,175
BFT,1997,EU-Italy,GILL,55
BFT,1997,EU-Italy,GILL,92
BFT,1997,EU-Italy,GILL,3
BFT,1997,EU-Italy,PSFB,5794
BFT,1997,EU-Italy,PSFB,1274
ALB,1997,EU-Italy,LL,172
ALB,1997,EU-Italy,HAND,20
ALB,1997,EU-Italy,GILL,1222
BON,1997,EU-Italy,UNCL,2233
SWO,1997,EU-Italy,LLSWO,2458
SWO,1997,EU-Italy,TRAP,2
SWO,1997,EU-Italy,HARP,12
SWO,1997,EU-Italy,GILL,3632
BFT,1997,Japan,LL,322
BFT,1997,Japan,LL,2905
BFT,1997,Japan,LL,185
BFT,1997,Japan,LL,8
SBF,1997,Japan,LL,308
ALB,1997,Japan,LL,414
ALB,1997,Japan,LL,424
BET,1997,Japan,LL,1
BLM,1997,Japan,LL,1
SWO,1997,Japan,LL,5
SPF,1997,Japan,LL,30
SPF,1997,Japan,LL,1
BFT,1997,Korea Rep,LL,203
BFT,1997,Korea Rep,LL,410
SBF,1997,Korea Rep,LL,10
ALB,1997,Korea Rep,LL,1
ALB,1997,Korea Rep,LL,4
BLM,1997,Korea Rep,LL,3
TUN,1997,Korea Rep,LL,115
BFT,1997,Libya,PS,32
BFT,1997,Libya,TRAP,72
BET,1997,Libya,LL,400
LTA,1997,Libya,PS,24
LTA,1997,Libya,TRAP,21
BFT,1997,Maroc,PS,828
BFT,1997,Maroc,TRAP,1240
BFT,1997,Maroc,TRAP,63
BFT,1997,Maroc,HAND,455
BFT,1997,Maroc,GILL,17
LTA,1997,Maroc,PS,194
LTA,1997,Maroc,SURF,1
LTA,1997,Maroc,GILL,1
SKJ,1997,Maroc,PS,4449
SKJ,1997,Maroc,SURF,4
SKJ,1997,Maroc,GILL,60
BON,1997,Maroc,PS,1224
BON,1997,Maroc,TRAP,5
BON,1997,Maroc,TRAP,4
BON,1997,Maroc,GILL,30
BON,1997,Maroc,GILL,41
FRI,1997,Maroc,PS,2550
FRI,1997,Maroc,TRAP,55
FRI,1997,Maroc,GILL,9
BOP,1997,Maroc,PS,215
BOP,1997,Maroc,GILL,31
BOP,1997,Maroc,GILL,3
SWO,1997,Maroc,LLSWO,239
SWO,1997,Maroc,LLSWO,245
SWO,1997,Maroc,PS,10
SWO,1997,Maroc,TRAP,5
SWO,1997,Maroc,TRAP,2
SWO,1997,Maroc,GILL,13
SWO,1997,Maroc,GILL,4653
BFT,1997,EU-Portugal,LLALB,246
BFT,1997,EU-Portugal,LLALB,37.2
BFT,1997,EU-Portugal,TRAP,19
BFT,1997,EU-Portugal,BB,107
BFT,1997,EU-Portugal,BB,340
YFT,1997,EU-Portugal,LL-surf,3
YFT,1997,EU-Portugal,PS,0.4
YFT,1997,EU-Portugal,SURF,2
YFT,1997,EU-Portugal,BB,149
YFT,1997,EU-Portugal,BB,22
ALB,1997,EU-Portugal,SURF,2
ALB,1997,EU-Portugal,BB,256
ALB,1997,EU-Portugal,BB,180
ALB,1997,EU-Portugal,BB,213
BET,1997,EU-Portugal,BB,80
BET,1997,EU-Portugal,BB,2590
BET,1997,EU-Portugal,BB,2767
LTA,1997,EU-Portugal,LL-surf,10
LTA,1997,EU-Portugal,PS,0.1
LTA,1997,EU-Portugal,TRAP,212
LTA,1997,EU-Portugal,SURF,98
LTA,1997,EU-Portugal,BB,0.1
SKJ,1997,EU-Portugal,LL-surf,0.1
SKJ,1997,EU-Portugal,TRAP,1
SKJ,1997,EU-Portugal,SURF,3
SKJ,1997,EU-Portugal,BB,6
SKJ,1997,EU-Portugal,BB,3592
SKJ,1997,EU-Portugal,BB,797
BON,1997,EU-Portugal,LL-surf,2
BON,1997,EU-Portugal,PS,3
BON,1997,EU-Portugal,TROL,32
BON,1997,EU-Portugal,SURF,11
BON,1997,EU-Portugal,BB,1
FRI,1997,EU-Portugal,BB,1
BUM,1997,EU-Portugal,HAND,3
SWO,1997,EU-Portugal,LLSWO,278
SWO,1997,EU-Portugal,LLALB,39
SWO,1997,EU-Portugal,LL-surf,118
SWO,1997,EU-Portugal,LL-surf,81
SWO,1997,EU-Portugal,LL-surf,360
SWO,1997,EU-Portugal,PS,1
TUN,1997,EU-Portugal,LL-surf,2
TUN,1997,EU-Portugal,LL-surf,70
TUN,1997,EU-Portugal,LL-surf,7
TUN,1997,EU-Portugal,PS,1
TUN,1997,EU-Portugal,SURF,84
YFT,1997,South Africa,RR,14
YFT,1997,South Africa,BB,102
ALB,1997,South Africa,RR,127
ALB,1997,South Africa,BB,6581
BET,1997,South Africa,BB,10
SKJ,1997,South Africa,BB,6
SWO,1997,South Africa,TRAW,1
YFT,1997,EU-España,LLSWO,34
YFT,1997,EU-España,LLSWO,17
YFT,1997,EU-España,LLSWO,20
YFT,1997,EU-España,PS,23517
YFT,1997,EU-España,BB,585
YFT,1997,EU-España,BB,411
ALB,1997,EU-España,LLALB,141
ALB,1997,EU-España,LLSWO,4
ALB,1997,EU-España,LLSWO,162
ALB,1997,EU-España,LLSWO,26
ALB,1997,EU-España,LLSWO,28
ALB,1997,EU-España,LLSWO,35
ALB,1997,EU-España,TROL,7864
ALB,1997,EU-España,TROL,202
ALB,1997,EU-España,HAND,2
ALB,1997,EU-España,UNCL,0.202
ALB,1997,EU-España,BB,1045
BET,1997,EU-España,LLSWO,32
BET,1997,EU-España,LLSWO,123
BET,1997,EU-España,LLSWO,52
BET,1997,EU-España,LLSWO,61
BET,1997,EU-España,PS,5985
BET,1997,EU-España,BB,701
BET,1997,EU-España,BB,5559
LTA,1997,EU-España,PS,27
LTA,1997,EU-España,TRAP,3
LTA,1997,EU-España,SURF,6
SKJ,1997,EU-España,LLSWO,0.127
SKJ,1997,EU-España,LLSWO,0.1
SKJ,1997,EU-España,LLSWO,0.2
SKJ,1997,EU-España,PS,31438
SKJ,1997,EU-España,BB,1191
SKJ,1997,EU-España,BB,5884
BON,1997,EU-España,TRAP,1
BON,1997,EU-España,TRAP,9
BON,1997,EU-España,SURF,619
FRI,1997,EU-España,PS,571
FRI,1997,EU-España,BB,10
WAH,1997,EU-España,BB,25
BUM,1997,EU-España,PS,0
SWO,1997,EU-España,LLJAP,5
SWO,1997,EU-España,LLSWO,4475
SWO,1997,EU-España,LLSWO,1309
SWO,1997,EU-España,LLSWO,3824
SWO,1997,EU-España,LLSWO,3986
SWO,1997,EU-España,LLSWO,1179
SWO,1997,EU-España,TRAP,3
SWO,1997,EU-España,TRAP,1
SWO,1997,EU-España,UNCL,79
SWO,1997,EU-España,BB,4
BFT,1997,Tunisie,PS,1992
BFT,1997,Tunisie,TROL,0
BFT,1997,Tunisie,TRAP,95
BFT,1997,Tunisie,UNCL,0
BFT,1997,Tunisie,HAND,113
LTA,1997,Tunisie,UNCL,333
BON,1997,Tunisie,UNCL,611
SWO,1997,Tunisie,LL,346
TUN,1997,Tunisie,UNCL,657
BFT,1997,Türkiye,PS,5093
BFT,1997,Türkiye,GILL,0
BFT,1997,USA,LL,26
BFT,1997,USA,LL,24
BFT,1997,USA,PS,250
BFT,1997,USA,UNCL,2
BFT,1997,USA,HARP,98
BFT,1997,USA,HAND,17
BFT,1997,USA,RRFS,176
BFT,1997,USA,RR,14
YFT,1997,USA,LL,839
YFT,1997,USA,LL,135
YFT,1997,USA,LL,222
YFT,1997,USA,LL,2571
YFT,1997,USA,LL,6
YFT,1997,USA,TROL,218
YFT,1997,USA,TROL,20
YFT,1997,USA,TRAP,0.02
YFT,1997,USA,TRAP,0.03
YFT,1997,USA,TRAW,2
YFT,1997,USA,HAND,34
YFT,1997,USA,HAND,1
YFT,1997,USA,HAND,56
YFT,1997,USA,RR,3561
YFT,1997,USA,RR,8
YFT,1997,USA,GILL,1
YFT,1997,USA,GILL,0.07
ALB,1997,USA,LL,140
ALB,1997,USA,LL,16
ALB,1997,USA,LL,5
ALB,1997,USA,LL,17
ALB,1997,USA,LL,11
ALB,1997,USA,TROL,2
ALB,1997,USA,TROL,4
ALB,1997,USA,TRAP,1
ALB,1997,USA,TRAP,0.02
ALB,1997,USA,UNCL,0.24
ALB,1997,USA,TRAW,3
ALB,1997,USA,HAND,5
ALB,1997,USA,RR,270
ALB,1997,USA,RR,65
ALB,1997,USA,GILL,43
ALB,1997,USA,GILL,0.01
BET,1997,USA,LL,476
BET,1997,USA,LL,50
BET,1997,USA,LL,143
BET,1997,USA,LL,34
BET,1997,USA,LL,92
BET,1997,USA,TROL,4
BET,1997,USA,UNCL,0.48
BET,1997,USA,TRAW,1
BET,1997,USA,HAND,3
BET,1997,USA,HAND,0.05
BET,1997,USA,RR,334
BET,1997,USA,GILL,0.05
BLF,1997,USA,LL,12
BLF,1997,USA,LL,1
BLF,1997,USA,LL,49
BLF,1997,USA,TROL,5
BLF,1997,USA,TROL,3
BLF,1997,USA,TRAP,0.02
BLF,1997,USA,TRAP,0.03
BLF,1997,USA,HAND,3
BLF,1997,USA,HAND,5
BLF,1997,USA,RR,50
BLF,1997,USA,RR,419
BLF,1997,USA,GILL,0.24
BLF,1997,USA,GILL,0.07
LTA,1997,USA,LL,84
LTA,1997,USA,LL,13
LTA,1997,USA,LL,155
LTA,1997,USA,PS,15
LTA,1997,USA,TROL,11
LTA,1997,USA,TROL,5
LTA,1997,USA,TRAP,33
LTA,1997,USA,TRAP,0.03
LTA,1997,USA,UNCL,0.18
LTA,1997,USA,TRAW,2
LTA,1997,USA,HAND,3
LTA,1997,USA,HAND,2
LTA,1997,USA,RR,1263
LTA,1997,USA,RR,267
LTA,1997,USA,GILL,161
LTA,1997,USA,GILL,0.13
LTA,1997,USA,GILL,0.3
LTA,1997,USA,HS,0.13
SKJ,1997,USA,LL,1
SKJ,1997,USA,LL,1
SKJ,1997,USA,LL,0.02
SKJ,1997,USA,LL,1
SKJ,1997,USA,TROL,1
SKJ,1997,USA,TROL,7
SKJ,1997,USA,TRAP,0.01
SKJ,1997,USA,HAND,0.14
SKJ,1997,USA,RR,42
SKJ,1997,USA,RR,22
SKJ,1997,USA,GILL,9
SKJ,1997,USA,GILL,0.16
BON,1997,USA,LL,0.05
BON,1997,USA,LL,10
BON,1997,USA,TROL,2
BON,1997,USA,TRAP,3
BON,1997,USA,UNCL,0.01
BON,1997,USA,TRAW,0.27
BON,1997,USA,HAND,1
BON,1997,USA,RR,97
BON,1997,USA,RR,1
BON,1997,USA,GILL,68
WAH,1997,USA,LL,16
WAH,1997,USA,LL,5
WAH,1997,USA,LL,1
WAH,1997,USA,LL,95
WAH,1997,USA,TROL,8
WAH,1997,USA,TROL,2
WAH,1997,USA,HAND,6
WAH,1997,USA,HAND,2
WAH,1997,USA,RR,404
WAH,1997,USA,RR,211
WAH,1997,USA,GILL,0.01
WAH,1997,USA,GILL,0.02
SSM,1997,USA,RR,695
SSM,1997,USA,RR,1176
SSM,1997,USA,GILL,0
KGM,1997,USA,RR,3182
KGM,1997,USA,RR,2751
SAI,1997,USA,LL,9
SAI,1997,USA,LL,3
SAI,1997,USA,LL,32
SAI,1997,USA,LL,13
BUM,1997,USA,RR,25
BUM,1997,USA,RR,9
BUM,1997,USA,RR,12
BUM,1997,USA,LL,19
BUM,1997,USA,LL,25
BUM,1997,USA,LL,42
BUM,1997,USA,LL,51
BUM,1997,USA,LL,2
WHM,1997,USA,LL,11
WHM,1997,USA,LL,7
WHM,1997,USA,LL,37
WHM,1997,USA,LL,15
WHM,1997,USA,LL,0.46
SWO,1997,USA,LL,1008
SWO,1997,USA,LL,671
SWO,1997,USA,LL,396
SWO,1997,USA,LL,651
SWO,1997,USA,LL,635
SWO,1997,USA,TROL,0.35
SWO,1997,USA,TRAP,0
SWO,1997,USA,TRAW,8
SWO,1997,USA,HARP,1
SWO,1997,USA,HAND,1
SWO,1997,USA,RR,11
SWO,1997,USA,GILL,0.42
SWO,1997,USA,LL,254
SWO,1997,USA,LL,18
SWO,1997,USA,LL,21
SWO,1997,USA,LL,109
SWO,1997,USA,LL,53
SWO,1997,USA,UNCL,12
SPF,1997,USA,RR,0.02
TUN,1997,USA,LL,27
TUN,1997,USA,LL,3
TUN,1997,USA,TROL,9
TUN,1997,USA,UNCL,1
TUN,1997,USA,TRAW,0.07
TUN,1997,USA,HAND,4
TUN,1997,USA,RR,23
TUN,1997,USA,GILL,1
LTA,1997,Ghana,PS,629
LTA,1997,Ghana,BB,1396
BFT,1997,Panama,LL,255
BFT,1997,Panama,LL,236
YFT,1997,Panama,PS,3136.79
BET,1997,Panama,LL,1667
BET,1997,Panama,PS,431.3
SKJ,1997,Panama,PS,1299.8
FRI,1997,Panama,PS,91.14
YFT,1997,Venezuela,LL,371
YFT,1997,Venezuela,PS,11653
YFT,1997,Venezuela,BB,2632
ALB,1997,Venezuela,LL,49
BET,1997,Venezuela,LL,57
BET,1997,Venezuela,PS,205
BET,1997,Venezuela,BB,12
BLF,1997,Venezuela,LL,3
BLF,1997,Venezuela,PS,415
BLF,1997,Venezuela,BB,60
LTA,1997,Venezuela,UNCL,1840
SKJ,1997,Venezuela,PS,3604
SKJ,1997,Venezuela,BB,224
BON,1997,Venezuela,SURF,1348
FRI,1997,Venezuela,PS,235
FRI,1997,Venezuela,SURF,2578
WAH,1997,Venezuela,SURF,479
KGM,1997,Venezuela,SURF,2139
BUM,1997,Venezuela,LL,38
BUM,1997,Venezuela,GILL,86
WHM,1997,Venezuela,LL,46
WHM,1997,Venezuela,RR,5
SWO,1997,Venezuela,LL,11
SWO,1997,Venezuela,GILL,9
BRS,1997,Venezuela,SURF,3609
YFT,1997,Grenada,LL,302
ALB,1997,Grenada,LL,6
BET,1997,Grenada,LL,1
BLF,1997,Grenada,TROL,126
SKJ,1997,Grenada,TROL,15
BON,1997,Grenada,LL,6
FRI,1997,Grenada,LL,1
KGM,1997,Grenada,LL,4
SAI,1997,Grenada,LL,83
BUM,1997,Grenada,LL-surf,47
SWO,1997,Grenada,LL,15
BFT,1997,Mexico,LL,2
BON,1997,Mexico,LL,1312.397
SSM,1997,Mexico,LL,11050
KGM,1997,Mexico,LL,4661
SAI,1997,Mexico,LL,9
BLM,1997,Mexico,LL,2
BUM,1997,Mexico,LL,13
SWO,1997,Mexico,LL,14
BLF,1997,EU-France,SURF,540
BON,1997,EU-France,SURF,610
CER,1997,EU-France,SURF,250
YFT,1997,Angola,TRAP,2
YFT,1997,Angola,BB,68
LTA,1997,Angola,TRAP,36
LTA,1997,Angola,BB,39
SKJ,1997,Angola,BB,52
BON,1997,Angola,TRAP,16
BON,1997,Angola,UNCL,15
BON,1997,Angola,BB,1
FRI,1997,Angola,TRAP,8
FRI,1997,Angola,UNCL,4
BLF,1997,EU-France,SURF,500
LTA,1997,Israel,UNCL,119
YFT,1997,Uruguay,LL,53
ALB,1997,Uruguay,LL,56
BET,1997,Uruguay,LL,69
SWO,1997,Uruguay,LL,760
TUN,1997,Uruguay,LL,50
BFT,1997,EU-Cyprus,LL,10
LTA,1997,EU-Cyprus,UNCL,19
SWO,1997,EU-Cyprus,LLSWO,51
YFT,1997,Côte d'Ivoire,GILL,2
LTA,1997,Côte d'Ivoire,GILL,114
WHM,1997,Côte d'Ivoire,GILL,2
BET,1997,Liberia,UNCL,57
BET,1997,Senegal,UNCL,54
BUM,1997,Mixed flags (FR+ES),PS,82
WHM,1997,Mixed flags (FR+ES),PS,7
BON,1997,Egypt,PS,725
YFT,1997,Colombia,UNCL,46
YFT,1997,Cape Verde,BB,422
YFT,1997,Cape Verde,HAND,1299
BET,1997,Cape Verde,BB,4
BET,1997,Cape Verde,HAND,6
LTA,1997,Cape Verde,PS,2
LTA,1997,Cape Verde,BB,24
LTA,1997,Cape Verde,HAND,60
SKJ,1997,Cape Verde,PS,18
SKJ,1997,Cape Verde,BB,517
SKJ,1997,Cape Verde,HAND,56
FRI,1997,Cape Verde,BB,15
FRI,1997,Cape Verde,HAND,7
WAH,1997,Cape Verde,TROL,517
WAH,1997,Cape Verde,BB,86
TUN,1997,Cape Verde,HAND,245
BFT,1997,EU-Ireland,LL,14
BFT,1997,EU-Ireland,PS,0
ALB,1997,EU-Ireland,GILL,1913
SWO,1997,EU-Ireland,GILL,15
YFT,1997,Gabon,TRAW,225
BET,1997,NEI (Flag related),LL,9970
BET,1997,Togo,UNCL,33
BON,1997,Togo,UNCL,197
YFT,1997,Brazil,LL,111
ALB,1997,Brazil,LL,36
BET,1997,Brazil,LL,33
WAH,1997,Brazil,LLFB,10
SAI,1997,Brazil,LLFB,12
SWO,1997,Brazil,LL,1128
YFT,1997,Curaçao,UNCL,130
BLF,1997,Curaçao,UNCL,45
SKJ,1997,Curaçao,UNCL,30
WAH,1997,Curaçao,UNCL,230
YFT,1997,Sta Lucia,HAND,110
ALB,1997,Sta Lucia,HAND,0.2
BLF,1997,Sta Lucia,UNCL,40
LTA,1997,Sta Lucia,UNCL,2
SKJ,1997,Sta Lucia,UNCL,100
WAH,1997,Sta Lucia,UNCL,223
SSM,1997,Sta Lucia,UNCL,0.2
KGM,1997,Sta Lucia,UNCL,4
TUN,1997,Sta Lucia,UNCL,1
CER,1997,Sta Lucia,UNCL,0.1
YFT,1997,Guinea Ecuatorial,LL,1
BET,1997,Guinea Ecuatorial,LL,4
SWO,1997,Guinea Ecuatorial,LL,2
TUN,1997,Mauritania,UNCL,2170
BFT,1997,UK-Bermuda,RR,2
ALB,1997,UK-Bermuda,RR,1
SKJ,1997,UK-Bermuda,UNCL,0
BUM,1997,UK-Bermuda,RR,3
WHM,1997,UK-Bermuda,RR,1
SWO,1997,UK-Bermuda,RR,5
WAH,1997,Aruba,UNCL,50
TUN,1997,EU-Germany,UNCL,417
YFT,1997,Brazil,LL,381
ALB,1997,Brazil,LL,358
BET,1997,Brazil,LL,969
WAH,1997,Brazil,LLFB,9
SAI,1997,Brazil,LLFB,12
BUM,1997,Brazil,LLFB,61
WHM,1997,Brazil,LLFB,20
SWO,1997,Brazil,LL,391
BFT,1997,EU-Croatia,LL,11
BFT,1997,EU-Croatia,PS,1088
BFT,1997,EU-Croatia,HAND,6
YFT,1997,Brazil,LL,43
ALB,1997,Brazil,LL,64
BET,1997,Brazil,LL,76
BLF,1997,Brazil,LLFB,26
WAH,1997,Brazil,LLFB,1
SAI,1997,Brazil,LLFB,2
BUM,1997,Brazil,LLFB,20
WHM,1997,Brazil,LLFB,8
SWO,1997,Brazil,LL,226
LTA,1997,NEI (MED),UNCL,200
BON,1997,NEI (MED),UNCL,75
FRI,1997,Russian Federation,PS,36
BLT,1997,Russian Federation,PS,0
ALB,1997,Honduras,LL,7
BLM,1997,Honduras,LL,3
WHM,1997,Honduras,LL,0.2
SWO,1997,Honduras,LL,5
YFT,1997,St Vincent and Grenadines,TROL,35
BET,1997,St Vincent and Grenadines,TROL,2
BLF,1997,St Vincent and Grenadines,UNCL,22
SKJ,1997,St Vincent and Grenadines,TROL,42
WAH,1997,St Vincent and Grenadines,UNCL,10
SAI,1997,St Vincent and Grenadines,UNCL,3
BUM,1997,St Vincent and Grenadines,UNCL,1
SWO,1997,St Vincent and Grenadines,LL,1
BFT,1997,Great Britain,LL,0.401
BFT,1997,Great Britain,GILL,0.341
ALB,1997,Great Britain,GILL,33
SWO,1997,Great Britain,LL,9
SWO,1997,Great Britain,GILL,2
YFT,1997,Namibia,BB,69
ALB,1997,Namibia,LL,7
ALB,1997,Namibia,BB,1192
BET,1997,Namibia,LL,3
BET,1997,Namibia,BB,43
SKJ,1997,Namibia,BB,1
YFT,1997,Jamaica,UNCL,21
BUM,1997,Jamaica,UNCL,24
WAH,1997,Dominica,UNCL,58
YFT,1997,Brazil,LLFB,45
ALB,1997,Brazil,LL,6
BET,1997,Brazil,LL,20
SAI,1997,Brazil,LLFB,3
BUM,1997,Brazil,LLFB,6
WHM,1997,Brazil,LLFB,3
SWO,1997,Brazil,LL,181
BFT,1997,China PR,LL,49
TUN,1997,China PR,LL,90
KGM,1997,Guyana,GILL,270
BRS,1997,Guyana,GILL,571
BET,1997,NEI (Flag related),LL,4721
YFT,1997,Belize,LL,0
YFT,1997,Brazil,LL,5
ALB,1997,Brazil,LL,9
BET,1997,Brazil,LL,5
SAI,1997,Brazil,LLFB,0.1
BUM,1997,Brazil,LLFB,15
WHM,1997,Brazil,LLFB,1
SWO,1997,Brazil,LL,266
BET,1997,NEI (Flag related),LL,42
BFT,1997,NEI (Flag related),LL,208
BET,1997,NEI (Flag related),LL,1690
YFT,1997,EU-Latvia,TRAW,223
SWO,1997,Albania,UNCL,13
YFT,1997,Brazil,LL,76
ALB,1997,Brazil,LL,2
BET,1997,Brazil,LL,1
SAI,1997,Brazil,LLFB,1
BUM,1997,Brazil,LLFB,5
WHM,1997,Brazil,LLFB,3
SWO,1997,Brazil,LL,150
BET,1997,NEI (Flag related),LL,43
BET,1997,EU-Ireland,TRAWP,4
BET,1997,NEI (Flag related),LL,2
BET,1997,NEI (Flag related),LL,97
YFT,1998,Brazil,LL,329
YFT,1998,Brazil,LL,0
YFT,1998,Brazil,LL-surf,271
YFT,1998,Brazil,BB,1229
ALB,1998,Brazil,LL,0
ALB,1998,Brazil,LL,116
ALB,1998,Brazil,BB,405
BET,1998,Brazil,LL,111
BET,1998,Brazil,LL,0
BET,1998,Brazil,UNCL,0.1
BLF,1998,Brazil,SURF,55
LTA,1998,Brazil,UNCL,920
SKJ,1998,Brazil,PS,219
SKJ,1998,Brazil,BB,3
SKJ,1998,Brazil,BB,23567
FRI,1998,Brazil,PS,35
FRI,1998,Brazil,UNCL,7
FRI,1998,Brazil,BB,120
WAH,1998,Brazil,UNCL,1
KGM,1998,Brazil,SURF,3595
SAI,1998,Brazil,LL,34
SAI,1998,Brazil,LL,0
BUM,1998,Brazil,LL,63
BUM,1998,Brazil,LL,0
BUM,1998,Brazil,UNCL,146
WHM,1998,Brazil,LL,51
WHM,1998,Brazil,LL,0
WHM,1998,Brazil,UNCL,115
SWO,1998,Brazil,LL,1711
SWO,1998,Brazil,HAND,3
TUN,1998,Brazil,LL,34
TUN,1998,Brazil,PS,8
TUN,1998,Brazil,UNCL,10
TUN,1998,Brazil,BB,206
BRS,1998,Brazil,SURF,1516
BFT,1998,Canada,LL-surf,16
BFT,1998,Canada,TRAP,68
BFT,1998,Canada,HARPE,36
BFT,1998,Canada,RR,303
BFT,1998,Canada,LL-surf,16
BFT,1998,Canada,TL,172
YFT,1998,Canada,LL-surf,57
YFT,1998,Canada,TL,0.093
ALB,1998,Canada,LL-surf,20
ALB,1998,Canada,RR,0.427
ALB,1998,Canada,TL,3
BET,1998,Canada,LL-surf,109
BET,1998,Canada,HARPE,0.081
BET,1998,Canada,RR,2
BET,1998,Canada,TL,9
WHM,1998,Canada,LL-surf,8
WHM,1998,Canada,GILL,0.165
SWO,1998,Canada,LL-surf,875
SWO,1998,Canada,HARPE,240
SWO,1998,Canada,LL-surf,52
BFT,1998,Chinese Taipei,LL,106
BFT,1998,Chinese Taipei,LL,350
SBF,1998,Chinese Taipei,LL,137
ALB,1998,Chinese Taipei,LL,3098
ALB,1998,Chinese Taipei,LL,16106
BLM,1998,Chinese Taipei,LL,165
TUN,1998,Chinese Taipei,LL,121
YFT,1998,Cuba,BB,15
SKJ,1998,Cuba,BB,651
BON,1998,Cuba,BB,230
BUM,1998,Cuba,LL,12
SWO,1998,Cuba,LL,7
SSM,1998,Cuba,TROL,236
BFT,1998,EU-Denmark,UNCL,1
BFT,1998,EU-France,BB,282
BFT,1998,EU-France,PS,6800
BFT,1998,EU-France,GILL,72
BFT,1998,EU-France,TRAWP,259
ALB,1998,EU-France,RR,5
ALB,1998,EU-France,BB,140
ALB,1998,EU-France,GILL,2393
ALB,1998,EU-France,TRAWPP,1178
WAH,1998,EU-France,PS,0
SWO,1998,EU-France,PS,30
SWO,1998,EU-France,GILL,80
BFT,1998,EU-Greece,LL-deri,3
BFT,1998,EU-Greece,PS,4
